"","X1","Date.time","Temperature","Precipitation","Relative.Humidity","Cloud.Cover","codedPrecipitation","month","Jan","Feb","Mar","Apr","May","June","July","Aug","Sep","Oct","Nov","Dec"
"634",634,2016-09-25,68.5,0.23,83.16,65.7,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"635",635,2016-09-26,59.2,0,55.08,32.8,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"636",636,2016-09-27,54.3,0.02,62.31,58.6,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"637",637,2016-09-28,53.4,0.12,87.38,72.5,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"638",638,2016-09-29,59.6,0,76.65,37.3,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"639",639,2016-09-30,59.3,0.01,90.29,92.3,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"640",640,2016-10-01,59.7,0.12,93.76,99.6,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"641",641,2016-10-02,58.4,0,89.94,82.8,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"642",642,2016-10-03,58.3,0,80.11,47.9,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"643",643,2016-10-04,63.2,0,77.82,66.5,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"644",644,2016-10-05,64.5,0.06,78.52,49.5,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"645",645,2016-10-06,62.3,0,89.97,75.6,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"646",646,2016-10-07,56.5,0.34,74.07,58.6,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"647",647,2016-10-08,47.5,0,70.94,13.5,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"648",648,2016-10-09,50,0,74.34,22,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"649",649,2016-10-10,57.8,0,68,39.9,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"650",650,2016-10-11,64.6,0,58.09,50,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"651",651,2016-10-12,53.2,0.25,81.52,78.7,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"652",652,2016-10-13,42.9,0,73.29,29.9,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"653",653,2016-10-14,49.2,0,68.92,37.4,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"654",654,2016-10-15,60,0.03,87.97,78.8,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"655",655,2016-10-16,66.1,1.58,91.65,93.8,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"656",656,2016-10-17,71.9,0,80.76,90.4,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"657",657,2016-10-18,64.9,0,65.93,24.2,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"658",658,2016-10-19,54.6,0,74.45,59.2,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"659",659,2016-10-20,46.5,0,72.7,60.8,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"660",660,2016-10-21,42.6,0,66.73,64,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"661",661,2016-10-22,47.6,0,68.06,56.8,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"662",662,2016-10-23,51.6,0,71.3,24.3,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"663",663,2016-10-24,46.3,0,68.55,29,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"664",664,2016-10-25,43.2,0.01,81.07,67.8,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"665",665,2016-10-26,45.5,2.12,95.04,100,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"666",666,2016-10-27,42.9,0,85.31,99.9,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"667",667,2016-10-28,52.5,0,86.77,79.4,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"668",668,2016-10-29,60.4,0,82.89,59.3,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"669",669,2016-10-30,49.4,0.03,84.22,80,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"670",670,2016-10-31,48.6,0,82.92,65.8,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"671",671,2016-11-01,61.2,0,76.67,49.8,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"672",672,2016-11-02,52.7,0.23,90.68,82.4,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"673",673,2016-11-03,50,0,83.05,41.9,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"674",674,2016-11-04,48.6,0,83.4,30.9,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"675",675,2016-11-05,53.3,0,77.24,12.7,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"676",676,2016-11-06,52.1,0,76.28,4.8,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"677",677,2016-11-07,52.9,0,70.23,37.9,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"678",678,2016-11-08,51.7,0.01,69.8,34.8,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"679",679,2016-11-09,45.4,0,61.7,24,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"680",680,2016-11-10,52.6,0,53.92,1.7,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"681",681,2016-11-11,43.5,0,63.38,19.8,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"682",682,2016-11-12,40.3,0,67.27,28.8,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"683",683,2016-11-13,47.2,0,56.88,32.6,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"684",684,2016-11-14,48.7,0,67.26,35.7,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"685",685,2016-11-15,45.2,0,84.62,73.1,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"686",686,2016-11-16,44.5,0,80.89,29.2,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"687",687,2016-11-17,58.8,0,65.21,51.9,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"688",688,2016-11-18,53.2,0,65.31,64.2,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"689",689,2016-11-19,32,0,59.89,71,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"690",690,2016-11-20,25.7,0,64.91,42.8,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"691",691,2016-11-21,27,0,69.94,36.3,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"692",692,2016-11-22,33.7,0.04,75.57,62.4,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"693",693,2016-11-23,38.7,0.21,94.8,100,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"694",694,2016-11-24,35.4,0,85.79,100,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"695",695,2016-11-25,36.6,0,83.94,98.8,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"696",696,2016-11-26,39.8,0,78.2,61.2,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"697",697,2016-11-27,37.3,0.3,92.1,60.6,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"698",698,2016-11-28,45.1,1.06,94.07,99.2,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"699",699,2016-11-29,41.9,0,74.63,16.3,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"700",700,2016-11-30,36.1,0,82.24,84,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"701",701,2016-12-01,37.4,0,86.03,97.2,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"702",702,2016-12-02,33.2,0,73.11,99.6,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"703",703,2016-12-03,31.1,0,71.54,96.5,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"704",704,2016-12-04,31.3,0.44,92.03,99.1,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"705",705,2016-12-05,32.7,0,93.19,100,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"706",706,2016-12-06,30.2,0.01,82.37,89,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"707",707,2016-12-07,21,0,70.61,89.1,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"708",708,2016-12-08,19.8,0,72.67,86.2,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"709",709,2016-12-09,20.8,0,68.69,60.4,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"710",710,2016-12-10,17.8,0.12,78.8,83.9,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"711",711,2016-12-11,24.6,0.33,90.64,96.7,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"712",712,2016-12-12,18.9,0,75.08,58.3,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"713",713,2016-12-13,8.7,0,61.14,20.4,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"714",714,2016-12-14,9.4,0,55.51,30,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"715",715,2016-12-15,3,0,60.63,40.6,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"716",716,2016-12-16,12,0.32,77.18,94,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"717",717,2016-12-17,14.3,0.21,85.29,85.4,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"718",718,2016-12-18,-1.7,0.01,65.6,32.2,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"719",719,2016-12-19,4,0,67.93,11.1,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"720",720,2016-12-20,25.2,0,63.32,26.4,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"721",721,2016-12-21,29.2,0,75.54,60.1,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"722",722,2016-12-22,31.2,0,72.14,30.4,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"723",723,2016-12-23,31,0.16,82.37,73.1,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"724",724,2016-12-24,34.1,0,88.96,100,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"725",725,2016-12-25,33.7,0.21,92.33,100,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"726",726,2016-12-26,35.1,0.13,75.62,62.9,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"727",727,2016-12-27,21.8,0,75.72,68.2,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"728",728,2016-12-28,28.7,0,77.7,42.2,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"729",729,2016-12-29,30.7,0,69.31,71,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"730",730,2016-12-30,25.9,0,66.3,73,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"731",731,2016-12-31,29.3,0,67.12,36.6,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"732",732,2017-01-01,26.5,0,73.77,35.7,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"733",733,2017-01-02,32.2,0,87.72,70.7,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"734",734,2017-01-03,29.6,0.03,89.91,83.8,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"735",735,2017-01-04,6.4,0,67.13,33.9,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"736",736,2017-01-05,2.9,0,64.14,52.3,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"737",737,2017-01-06,-0.5,0,66.14,10.5,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"738",738,2017-01-07,4.4,0,63.41,9.6,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"739",739,2017-01-08,7.6,0,60.69,40.9,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"740",740,2017-01-09,23,0.03,73.58,88.2,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"741",741,2017-01-10,31.8,0.51,85.83,82.8,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"742",742,2017-01-11,22.1,0.08,78.94,70.1,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"743",743,2017-01-12,16.2,0.03,67.48,80.2,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"744",744,2017-01-13,9.3,0,62.93,60.7,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"745",745,2017-01-14,17.4,0,74.46,35.5,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"746",746,2017-01-15,20,0,72.71,38.6,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"747",747,2017-01-16,29.7,0.56,91.54,81.8,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"748",748,2017-01-17,33.9,0.09,98.56,97,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"749",749,2017-01-18,33.3,0,92.71,87.7,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"750",750,2017-01-19,34.3,0.2,97.47,92.2,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"751",751,2017-01-20,36.1,0.2,97.67,89.8,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"752",752,2017-01-21,40.6,0.01,97.9,86.7,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"753",753,2017-01-22,38.7,0,95.73,93.7,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"754",754,2017-01-23,36.8,0,93.31,97.5,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"755",755,2017-01-24,35.1,0.1,87.12,98.9,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"756",756,2017-01-25,32.9,0.62,96.39,89.8,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"757",757,2017-01-26,30,0.01,81.47,93.9,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"758",758,2017-01-27,24,0,76.82,88.4,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"759",759,2017-01-28,24.6,0,78.16,75.4,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"760",760,2017-01-29,22.6,0,65.53,87.8,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"761",761,2017-01-30,17.3,0.09,78.11,59.7,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"762",762,2017-01-31,33.5,0.07,80.17,78.1,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"763",763,2017-02-01,25.5,0,69.41,44.4,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"764",764,2017-02-02,12,0,58.99,14.1,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"765",765,2017-02-03,13.3,0,56.13,8.3,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"766",766,2017-02-04,20.5,0,60.66,58.6,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"767",767,2017-02-05,27,0,64.39,53.2,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"768",768,2017-02-06,27.3,0,79.61,55.7,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"769",769,2017-02-07,33.3,0.23,93.17,86,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"770",770,2017-02-08,19.7,0,66.8,66.1,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"771",771,2017-02-09,13.7,0,54.01,12.3,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"772",772,2017-02-10,30.4,0,64.48,63.9,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"773",773,2017-02-11,38.1,0,78.29,79.1,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"774",774,2017-02-12,35.5,0.04,67.11,38.8,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"775",775,2017-02-13,35.3,0,60.43,8.1,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"776",776,2017-02-14,37.6,0,62.6,32.4,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"777",777,2017-02-15,28.7,0,50.23,54.9,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"778",778,2017-02-16,32.5,0,53.96,68.8,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"779",779,2017-02-17,42.6,0,64.07,6.9,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"780",780,2017-02-18,47.4,0,67.04,16.7,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"781",781,2017-02-19,44.4,0,68.72,33.5,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"782",782,2017-02-20,52,0.43,78.63,53.6,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"783",783,2017-02-21,52.4,0.04,72.71,54.8,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"784",784,2017-02-22,55.5,0,72.18,21.5,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"785",785,2017-02-23,41.8,0.24,81.14,77.1,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"786",786,2017-02-24,30.4,0.32,92.42,96.4,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"787",787,2017-02-25,20.3,0.05,74.95,79.6,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"788",788,2017-02-26,31.6,0,65.95,42.8,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"789",789,2017-02-27,35.7,0,71.02,38.2,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"790",790,2017-02-28,45.1,0.53,93.77,89.3,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"791",791,2017-03-01,32.2,0.58,91.08,76.5,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"792",792,2017-03-02,25.4,0,68.39,61.3,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"793",793,2017-03-03,21.2,0.01,49.49,39,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"794",794,2017-03-04,30.8,0.01,80.95,78.3,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"795",795,2017-03-05,42.7,0,70.09,71.9,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"796",796,2017-03-06,54.2,0.01,84.47,97,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"797",797,2017-03-07,43.7,0.38,58.61,56.4,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"798",798,2017-03-08,38.3,0,39.24,9.2,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"799",799,2017-03-09,32.9,0,43.93,84.1,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"800",800,2017-03-10,21.4,0,32.86,22.4,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"801",801,2017-03-11,19.3,0,30.18,58,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"802",802,2017-03-12,22.2,0.07,50.06,50.5,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"803",803,2017-03-13,21.8,0.14,83,87.6,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"804",804,2017-03-14,16.4,0,57.62,26.1,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"805",805,2017-03-15,22.1,0,45.87,0,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"806",806,2017-03-16,27.7,0,57.48,30.2,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"807",807,2017-03-17,38.9,0.16,80.81,86.8,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"808",808,2017-03-18,36.9,0,72.06,78.5,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"809",809,2017-03-19,38.9,0,69.59,43.6,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"810",810,2017-03-20,46.8,0,69.28,43.7,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"811",811,2017-03-21,38.3,0,57.68,24.4,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"812",812,2017-03-22,29.2,0,51.68,21.4,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"813",813,2017-03-23,36.5,0.77,59.65,90.5,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"814",814,2017-03-24,46.4,0,78.17,68.4,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"815",815,2017-03-25,38,0.09,92.92,100,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"816",816,2017-03-26,41.8,0.24,96.56,91.3,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"817",817,2017-03-27,44.1,0,90.02,92.9,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"818",818,2017-03-28,46.4,0,75.84,58,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"819",819,2017-03-29,39.9,0.17,81.67,67.8,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"820",820,2017-03-30,38.5,0.53,92.8,93.2,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"821",821,2017-03-31,38.2,0,84.32,83.7,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"822",822,2017-04-01,44.7,0,61.14,37.2,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"823",823,2017-04-02,46.4,0.04,70.86,68,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"824",824,2017-04-03,46.9,0.28,84.98,92.5,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"825",825,2017-04-04,47.8,0.35,82.35,76.5,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"826",826,2017-04-05,42.2,0.14,70.29,70.4,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"827",827,2017-04-06,44,0,50.58,46.2,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"828",828,2017-04-07,44.5,0,38.09,27.7,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"829",829,2017-04-08,55.2,0,44.14,43.3,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"830",830,2017-04-09,64.9,0,59.13,66.8,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"831",831,2017-04-10,60.8,0.02,69.51,63.4,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"832",832,2017-04-11,41.4,0.02,82.73,92.2,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"833",833,2017-04-12,46.4,0,63.41,44.9,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"834",834,2017-04-13,47.5,0.37,75.22,83.2,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"835",835,2017-04-14,52.6,0.13,75.17,73.7,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"836",836,2017-04-15,65.7,0.69,73.27,65,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"837",837,2017-04-16,61,0.4,60.42,56,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"838",838,2017-04-17,54.2,0,54.98,45.4,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"839",839,2017-04-18,56.8,0,59.55,55.3,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"840",840,2017-04-19,55.3,0,74.44,61.6,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"841",841,2017-04-20,48.5,0.42,81.44,88.2,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"842",842,2017-04-21,47.9,0,60.55,70.1,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"843",843,2017-04-22,49.8,0,52.7,14.5,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"844",844,2017-04-23,55.2,0,51.79,17.6,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"845",845,2017-04-24,55.3,0,50.53,47.9,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"846",846,2017-04-25,65.1,0,43.5,53,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"847",847,2017-04-26,59.5,0.49,80.5,87.9,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"848",848,2017-04-27,41.1,0.79,84.2,92,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"849",849,2017-04-28,42.2,0.08,72.37,74,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"850",850,2017-04-29,42.3,0.05,74.25,66,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"851",851,2017-04-30,41,0.23,92.04,98.9,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"852",852,2017-05-01,44.7,0.67,87.7,87.2,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"853",853,2017-05-02,43.1,0.01,75.16,76.3,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"854",854,2017-05-03,48.4,0,58.08,37.4,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"855",855,2017-05-04,51.2,0,58.07,45,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"856",856,2017-05-05,53.8,0.02,58.35,24,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"857",857,2017-05-06,52.4,0.17,63.95,51.8,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"858",858,2017-05-07,48.9,0,50.39,12,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"859",859,2017-05-08,48.6,0,49.29,43.4,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"860",860,2017-05-09,48.6,0.21,62.97,87.6,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"861",861,2017-05-10,55.7,0.09,76.24,75.5,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"862",862,2017-05-11,59.2,0,74.5,60.3,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"863",863,2017-05-12,60.8,0,63.49,47.9,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"864",864,2017-05-13,65.7,0,52.36,45.4,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"865",865,2017-05-14,59.5,0,58.1,25.6,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"866",866,2017-05-15,62.6,0.23,54.88,49.5,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"867",867,2017-05-16,72.1,0.01,66.65,45.8,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"868",868,2017-05-17,73,0.46,65.41,61.2,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"869",869,2017-05-18,61.9,0.02,77.62,80.5,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"870",870,2017-05-19,46.2,0.02,65.62,59.2,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"871",871,2017-05-20,48.3,0.5,80.67,92.3,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"872",872,2017-05-21,52.8,0.01,80.9,70.7,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"873",873,2017-05-22,55.6,0.03,73.02,60.5,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"874",874,2017-05-23,57.6,0.18,85.47,83.1,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"875",875,2017-05-24,52.5,0.01,92.42,96.3,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"876",876,2017-05-25,59.5,0,77.07,75.2,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"877",877,2017-05-26,60.3,0.1,83.53,49.2,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"878",878,2017-05-27,62.1,0,78.52,59.6,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"879",879,2017-05-28,64.6,0.42,67.32,58,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"880",880,2017-05-29,60.9,0.08,62.26,41.2,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"881",881,2017-05-30,59.2,0,63.13,43.8,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"882",882,2017-05-31,60.1,0,58.03,34.1,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"883",883,2017-06-01,62.3,0,54.63,2.6,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"884",884,2017-06-02,67.9,0,55.92,24.2,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
